"participant";"straight";"planar_intersection";"valence";"acc";"object";"surface";"pair";"stimsuj";"badtry";"sex";"age"
"part63";"1";"1";1;1;"cube_d_i_tri";"cube";"tri";"1_part63";0;"M";23
"part63";"0";"1";0;1;"cube_c_i_tri";"cube";"tri";"20_part63";0;"M";23
"part63";"0";"0";0;1;"cube_c_ni_el";"cube";"el";"21_part63";0;"M";23
"part63";"1";"1";1;1;"cyli_d_i_c";"cyli";"c";"22_part63";0;"M";23
"part63";"0";"0";1;0;"cyli_c_ni_spe1t";"cyli";"spe1t";"24_part63";0;"M";23
"part63";"0";"1";0;1;"cube_c_i_rec";"cube";"rec";"25_part63";0;"M";23
"part63";"1";"1";1;1;"cube_d_i_ca";"cube";"ca";"26_part63";0;"M";23
"part63";"0";"1";1;0;"cone_c_i_ce";"cone";"ce";"28_part63";0;"M";23
"part63";"0";"1";0;1;"cone_c_i_tr";"cone";"tr";"29_part63";0;"M";23
"part63";"1";"0";1;1;"cyli_d_ni_spe1";"cyli";"spe1";"2_part63";0;"M";23
"part63";"0";"0";0;1;"cone_c_ni_rub";"cone";"rub";"3_part63";0;"M";23
"part63";"1";"1";1;1;"cone_d_i_bag";"cone";"bag";"4_part63";0;"M";23
"part63";"0";"0";1;0;"cube_c_ni_rec";"cube";"rec";"5_part63";0;"M";23
"part63";"1";"0";0;0;"cone_d_ni_rub";"cone";"rub";"6_part63";0;"M";23
"part63";"0";"0";1;0;"cyli_c_ni_spe1c";"cyli";"spe1c";"7_part63";0;"M";23
"part63";"0";"0";0;1;"cone_c_ni_tr";"cone";"tr";"8_part63";0;"M";23
"part63";"0";"0";0;1;"cyli_c_ni_eld";"cyli";"eld";"9_part63";0;"M";23
